[5740012313000],LLLLLLLLLLLLL,LL,[ 1416.0-1416.0-1.416 ],239.52,4.13795957213498,5341.61984459056,1290.9,,239.52,726.378
[5740012301300],BBBBBBBBBBBBB,LL,[ 1416.0-1416.0-1.416 ],160.529,6.15289955391478,6662.81777777778,1082.9,,160.529,545.094
[5740012300130],GGGGGGGGGGGGG,LL,[ 1416.0-1416.0-1.416 ],188.561,5.31550159730823,5670.19201228879,1066.7,,188.561,665.598
[5742012300130],GGGGGGGGGGGGG,BL,[ 1416.0-1416.0-1.416 ],171.256,5.86465548081378,6046.61016949153,1031.0,,171.256,617.265
[5740012300013],NNNNNNNNNNNNN,LL,[ 1416.0-1416.0-1.416 ],156.903,6.4109550399723,3682.6969416126,574.4,,156.903,262.973
[5741012300013],NNNNNNNNNNNNN,LB,[ 1416.0-1416.0-1.416 ],130.048,7.7417956320789,3817.91713325868,493.2,,130.048,186.89
[0000012313000],LLLLLLLLLLLLL,LL,[ 408.0-408.0-0.408 ],726.378,1.38823526145329,3348.32096288867,2411.9,,,
[0000012301300],BBBBBBBBBBBBB,LL,[ 408.0-408.0-0.408 ],545.094,1.75516193123978,3451.24270859751,1966.3,,,
[0000012300130],GGGGGGGGGGGGG,LL,[ 408.0-408.0-0.408 ],665.598,1.50408735739372,3398.07867854814,2259.2,,4.13795957213498,1.38823526145329
[0002012300130],GGGGGGGGGGGGG,BL,[ 408.0-408.0-0.408 ],617.265,1.62646585234943,3453.15158636898,2123.1,,6.15289955391478,1.75516193123978
[0000012300013],NNNNNNNNNNNNN,LL,[ 408.0-408.0-0.408 ],262.973,3.81424620959283,3149.13450937155,825.6,,5.31550159730823,1.50408735739372
[0001012300013],NNNNNNNNNNNNN,LB,[ 408.0-408.0-0.408 ],186.89,5.4032441077623,3283.79391100703,607.7,,5.86465548081378,1.62646585234943
,,,,,,,,,6.4109550399723,3.81424620959283
,,,,,,,,,7.7417956320789,5.4032441077623
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,5341.61984459056,3348.32096288867
,,,,,,,,,6662.81777777778,3451.24270859751
,,,,,,,,,5670.19201228879,3398.07867854814
,,,,,,,,,6046.61016949153,3453.15158636898
,,,,,,,,,3682.6969416126,3149.13450937155
,,,,,,,,,3817.91713325868,3283.79391100703
