[5740012328000],LLLLLLLLLLLLLLLLLLLLLLLLLLLL,LL,[ 1416.0-1416.0-1.416 ],137.697,7.26680812719821,5502.87513116474,757.3,,,2.25728538859168,7.26680812719821
[5740012302800],BBBBBBBBBBBBBBBBBBBBBBBBBBBB,LL,[ 1416.0-1416.0-1.416 ],89.04,11.0762210149141,7224.336,652.2,,,2.83937647292655,11.0762210149141
[5740012300280],GGGGGGGGGGGGGGGGGGGGGGGGGGGG,LL,[ 1416.0-1416.0-1.416 ],131.873,7.59555204472261,5818.67178924259,766.1,,,2.13697131329709,7.59555204472261
[5742012300280],GGGGGGGGGGGGGGGGGGGGGGGGGGGG,BL,[ 1416.0-1416.0-1.416 ],111.586,9.01428764591878,6416.49739583333,711.8,,,2.42249822552005,9.01428764591878
[5740012300028],NNNNNNNNNNNNNNNNNNNNNNNNNNNN,LL,[ 1416.0-1416.0-1.416 ],115.745,8.59431400185637,3743.15527950311,435.5,,,4.61256740114115,8.59431400185637
[5741012300028],NNNNNNNNNNNNNNNNNNNNNNNNNNNN,LB,[ 1416.0-1416.0-1.416 ],93.1001,10.8515068945049,3912.55485893417,360.6,,,6.73096986544791,10.8515068945049
[0000012328000],LLLLLLLLLLLLLLLLLLLLLLLLLLLL,LL,[ 408.0-408.0-0.408 ],444.53,2.25728538859168,3339.83365949119,1479.6,,,,
[0000012302800],BBBBBBBBBBBBBBBBBBBBBBBBBBBB,LL,[ 408.0-408.0-0.408 ],351.973,2.83937647292655,3481.71862182116,1226.2,,,,
[0000012300280],GGGGGGGGGGGGGGGGGGGGGGGGGGGG,LL,[ 408.0-408.0-0.408 ],467.936,2.13697131329709,3468.38839147885,1623.0,,,,
[0002012300280],GGGGGGGGGGGGGGGGGGGGGGGGGGGG,BL,[ 408.0-408.0-0.408 ],416.023,2.42249822552005,3513.04515225761,1450.2,,,,
[0000012300028],NNNNNNNNNNNNNNNNNNNNNNNNNNNN,LL,[ 408.0-408.0-0.408 ],217.916,4.61256740114115,3111.12,674.5,,,,
[0001012300028],NNNNNNNNNNNNNNNNNNNNNNNNNNNN,LB,[ 408.0-408.0-0.408 ],149.969,6.73096986544791,3259.28988326848,484.2,,,,
,,,,,,,,,,3339.83365949119,5502.87513116474
,,,,,,,,,,3481.71862182116,7224.336
,,,,,,,,,,3468.38839147885,5818.67178924259
,,,,,,,,,,3513.04515225761,6416.49739583333
,,,,,,,,,,3111.12,3743.15527950311
,,,,,,,,,,3259.28988326848,3912.55485893417
